road_id,hour,speed,congestion_status
Haliç-Bridge,19,21,HEAVY
Sahil-Kennedy,2,90,NORMAL
Minibus-Yolu,6,92,NORMAL
Tem-Seyrantepe,15,95,NORMAL
Haliç-Bridge,4,84,NORMAL
Bagdat-Caddesi,13,97,NORMAL
Basin-Ekspres,20,17,LOCKED
Sahil-Kennedy,13,99,NORMAL
Besiktas-Coast,1,107,NORMAL
Besiktas-Coast,19,18,HEAVY
Kadikoy-Center,10,25,HEAVY
E5-Beylikduzu,2,103,NORMAL
Besiktas-Coast,0,115,NORMAL
Tem-Kavacik,8,12,HEAVY
E5-Beylikduzu,10,53,NORMAL
Bagdat-Caddesi,11,85,NORMAL
Minibus-Yolu,19,27,LOCKED
Haliç-Bridge,8,17,LOCKED
Besiktas-Coast,11,104,NORMAL
Basin-Ekspres,12,76,NORMAL
Sahil-Kennedy,8,24,LOCKED
Levent-Buyukdere,22,33,HEAVY
Tem-Seyrantepe,18,37,NORMAL
E5-Bridge,3,102,NORMAL
Tem-Seyrantepe,14,91,NORMAL
Basin-Ekspres,5,96,NORMAL
Kadikoy-Center,11,88,NORMAL
Sahil-Kennedy,21,72,NORMAL
Besiktas-Coast,19,43,NORMAL
Bagdat-Caddesi,14,80,NORMAL
E5-Beylikduzu,7,35,NORMAL
Sahil-Kennedy,9,32,NORMAL
Minibus-Yolu,4,26,HEAVY
E5-Bridge,8,17,LOCKED
Bagdat-Caddesi,5,115,NORMAL
Sahil-Kennedy,19,12,LOCKED
Minibus-Yolu,1,93,NORMAL
Basin-Ekspres,14,101,NORMAL
Haliç-Bridge,20,19,LOCKED
Levent-Buyukdere,9,7,HEAVY
Sahil-Kennedy,19,26,LOCKED
E5-Beylikduzu,22,99,NORMAL
Levent-Buyukdere,0,83,NORMAL
Tem-Kavacik,17,14,LOCKED
Tem-Seyrantepe,1,71,NORMAL
Basin-Ekspres,14,113,NORMAL
Minibus-Yolu,8,17,HEAVY
Sahil-Kennedy,16,90,NORMAL
Kadikoy-Center,0,96,NORMAL
Tem-Kavacik,7,36,NORMAL
E5-Bridge,9,20,HEAVY
Basin-Ekspres,0,72,NORMAL
Haliç-Bridge,22,98,NORMAL
Tem-Kavacik,14,73,NORMAL
Levent-Buyukdere,11,78,NORMAL
E5-Bridge,16,106,NORMAL
Bagdat-Caddesi,21,94,NORMAL
Bagdat-Caddesi,14,73,NORMAL
Haliç-Bridge,9,18,HEAVY
Haliç-Bridge,6,109,NORMAL
Haliç-Bridge,17,33,NORMAL
Kadikoy-Center,12,28,HEAVY
Besiktas-Coast,12,115,NORMAL
E5-Bridge,13,115,NORMAL
Besiktas-Coast,19,9,HEAVY
Levent-Buyukdere,14,102,NORMAL
Tem-Seyrantepe,15,90,NORMAL
Besiktas-Coast,21,28,HEAVY
Minibus-Yolu,7,9,HEAVY
Bagdat-Caddesi,9,18,HEAVY
Basin-Ekspres,7,51,NORMAL
Tem-Kavacik,16,87,NORMAL
E5-Beylikduzu,10,23,LOCKED
E5-Bridge,18,6,LOCKED
Tem-Seyrantepe,11,80,NORMAL
Besiktas-Coast,3,83,NORMAL
Kadikoy-Center,8,23,LOCKED
Besiktas-Coast,14,105,NORMAL
Bagdat-Caddesi,11,86,NORMAL
Levent-Buyukdere,6,34,HEAVY
Tem-Seyrantepe,21,102,NORMAL
Kadikoy-Center,1,75,NORMAL
E5-Beylikduzu,8,11,HEAVY
E5-Bridge,10,51,NORMAL
Basin-Ekspres,6,108,NORMAL
Tem-Kavacik,7,22,HEAVY
Sahil-Kennedy,10,25,HEAVY
Bagdat-Caddesi,14,98,NORMAL
E5-Bridge,20,15,HEAVY
Kadikoy-Center,15,107,NORMAL
Tem-Seyrantepe,9,10,LOCKED
E5-Bridge,5,105,NORMAL
Sahil-Kennedy,23,112,NORMAL
Minibus-Yolu,1,77,NORMAL
Minibus-Yolu,16,104,NORMAL
E5-Beylikduzu,2,110,NORMAL
Haliç-Bridge,5,94,NORMAL
Sahil-Kennedy,3,99,NORMAL
E5-Bridge,6,98,NORMAL
Kadikoy-Center,14,99,NORMAL
Haliç-Bridge,2,117,NORMAL
Kadikoy-Center,13,119,NORMAL
Tem-Seyrantepe,15,96,NORMAL
Tem-Kavacik,17,5,HEAVY
Sahil-Kennedy,18,6,HEAVY
Haliç-Bridge,12,20,HEAVY
E5-Beylikduzu,22,81,NORMAL
Besiktas-Coast,20,59,NORMAL
Haliç-Bridge,12,76,NORMAL
Basin-Ekspres,16,98,NORMAL
Minibus-Yolu,16,15,HEAVY
Tem-Kavacik,19,18,LOCKED
Minibus-Yolu,2,88,NORMAL
E5-Bridge,2,77,NORMAL
Bagdat-Caddesi,18,30,NORMAL
Bagdat-Caddesi,14,96,NORMAL
Besiktas-Coast,2,101,NORMAL
Besiktas-Coast,2,81,NORMAL
Basin-Ekspres,18,13,HEAVY
Levent-Buyukdere,19,25,HEAVY
E5-Beylikduzu,6,12,HEAVY
Tem-Kavacik,13,19,HEAVY
Levent-Buyukdere,14,92,NORMAL
Tem-Seyrantepe,12,33,HEAVY
Sahil-Kennedy,13,116,NORMAL
Minibus-Yolu,9,22,LOCKED
Sahil-Kennedy,21,91,NORMAL
Haliç-Bridge,1,38,HEAVY
Sahil-Kennedy,14,92,NORMAL
Levent-Buyukdere,13,94,NORMAL
Tem-Seyrantepe,17,17,HEAVY
E5-Beylikduzu,2,95,NORMAL
E5-Beylikduzu,11,80,NORMAL
Tem-Seyrantepe,15,109,NORMAL
Tem-Seyrantepe,17,17,HEAVY
Basin-Ekspres,7,26,LOCKED
Haliç-Bridge,13,113,NORMAL
Levent-Buyukdere,10,28,LOCKED
Haliç-Bridge,6,90,NORMAL
E5-Bridge,19,28,LOCKED
Bagdat-Caddesi,10,18,HEAVY
Tem-Seyrantepe,5,111,NORMAL
E5-Beylikduzu,5,74,NORMAL
Tem-Kavacik,18,18,LOCKED
Sahil-Kennedy,17,8,LOCKED
Kadikoy-Center,13,38,HEAVY
Sahil-Kennedy,19,18,LOCKED
Minibus-Yolu,12,21,HEAVY
E5-Beylikduzu,13,97,NORMAL
Besiktas-Coast,3,81,NORMAL
Levent-Buyukdere,6,71,NORMAL
Levent-Buyukdere,17,22,HEAVY
Haliç-Bridge,20,29,HEAVY
Kadikoy-Center,10,5,LOCKED
Haliç-Bridge,23,84,NORMAL
Tem-Kavacik,18,9,LOCKED
Tem-Seyrantepe,14,17,HEAVY
Tem-Kavacik,10,13,HEAVY
Levent-Buyukdere,0,98,NORMAL
Besiktas-Coast,6,109,NORMAL
Kadikoy-Center,15,118,NORMAL
E5-Bridge,6,75,NORMAL
Tem-Seyrantepe,14,118,NORMAL
Bagdat-Caddesi,4,85,NORMAL
Tem-Seyrantepe,1,90,NORMAL
Besiktas-Coast,11,110,NORMAL
Tem-Seyrantepe,16,97,NORMAL
Haliç-Bridge,11,117,NORMAL
E5-Beylikduzu,7,30,NORMAL
Basin-Ekspres,19,11,HEAVY
Minibus-Yolu,2,79,NORMAL
Sahil-Kennedy,8,36,NORMAL
Haliç-Bridge,3,111,NORMAL
Tem-Kavacik,15,75,NORMAL
Haliç-Bridge,15,96,NORMAL
Levent-Buyukdere,11,108,NORMAL
E5-Beylikduzu,20,42,NORMAL
Besiktas-Coast,8,40,NORMAL
Basin-Ekspres,13,13,HEAVY
E5-Beylikduzu,18,56,NORMAL
Besiktas-Coast,10,11,LOCKED
Tem-Seyrantepe,6,10,HEAVY
Sahil-Kennedy,1,105,NORMAL
Besiktas-Coast,21,108,NORMAL
Minibus-Yolu,8,30,NORMAL
Levent-Buyukdere,7,17,HEAVY
Kadikoy-Center,13,93,NORMAL
Kadikoy-Center,16,34,HEAVY
Bagdat-Caddesi,6,82,NORMAL
Tem-Kavacik,1,25,HEAVY
Basin-Ekspres,1,86,NORMAL
Haliç-Bridge,23,116,NORMAL
Levent-Buyukdere,1,105,NORMAL
E5-Beylikduzu,20,14,LOCKED
Kadikoy-Center,10,7,HEAVY
E5-Bridge,14,75,NORMAL
Besiktas-Coast,10,18,LOCKED
Kadikoy-Center,5,115,NORMAL
Levent-Buyukdere,10,55,NORMAL
Levent-Buyukdere,0,89,NORMAL
Kadikoy-Center,17,23,HEAVY
Basin-Ekspres,18,11,HEAVY
Sahil-Kennedy,3,77,NORMAL
Tem-Kavacik,8,34,NORMAL
Kadikoy-Center,4,73,NORMAL
Sahil-Kennedy,4,101,NORMAL
Levent-Buyukdere,23,92,NORMAL
E5-Beylikduzu,2,107,NORMAL
Sahil-Kennedy,12,115,NORMAL
Minibus-Yolu,9,38,NORMAL
Minibus-Yolu,22,116,NORMAL
Besiktas-Coast,7,60,NORMAL
Kadikoy-Center,6,17,HEAVY
E5-Beylikduzu,4,77,NORMAL
Besiktas-Coast,19,36,NORMAL
E5-Beylikduzu,5,88,NORMAL
Kadikoy-Center,21,87,NORMAL
Tem-Kavacik,2,108,NORMAL
Minibus-Yolu,13,90,NORMAL
Levent-Buyukdere,17,10,HEAVY
Besiktas-Coast,20,8,LOCKED
E5-Bridge,19,15,HEAVY
Tem-Seyrantepe,23,70,NORMAL
Levent-Buyukdere,3,115,NORMAL
Minibus-Yolu,7,6,HEAVY
Basin-Ekspres,2,96,NORMAL
Kadikoy-Center,1,85,NORMAL
Levent-Buyukdere,2,20,HEAVY
Besiktas-Coast,7,19,HEAVY
Tem-Seyrantepe,12,80,NORMAL
E5-Bridge,17,9,LOCKED
Tem-Kavacik,16,75,NORMAL
E5-Bridge,11,108,NORMAL
Tem-Kavacik,1,38,HEAVY
Levent-Buyukdere,4,70,NORMAL
Sahil-Kennedy,0,107,NORMAL
Haliç-Bridge,4,84,NORMAL
Kadikoy-Center,0,85,NORMAL
Besiktas-Coast,20,7,HEAVY
Tem-Seyrantepe,1,84,NORMAL
Tem-Kavacik,16,71,NORMAL
Tem-Seyrantepe,0,93,NORMAL
Basin-Ekspres,9,38,NORMAL
Haliç-Bridge,18,19,LOCKED
E5-Beylikduzu,11,85,NORMAL
Bagdat-Caddesi,0,103,NORMAL
Kadikoy-Center,5,75,NORMAL
Haliç-Bridge,20,9,LOCKED
Minibus-Yolu,9,48,NORMAL
Sahil-Kennedy,3,99,NORMAL
Levent-Buyukdere,11,70,NORMAL
Sahil-Kennedy,9,8,HEAVY
E5-Beylikduzu,11,33,HEAVY
Basin-Ekspres,20,16,HEAVY
Haliç-Bridge,5,102,NORMAL
Levent-Buyukdere,21,84,NORMAL
Levent-Buyukdere,11,72,NORMAL
Basin-Ekspres,17,25,HEAVY
Bagdat-Caddesi,10,53,NORMAL
Sahil-Kennedy,18,17,HEAVY
Tem-Kavacik,23,75,NORMAL
E5-Bridge,16,79,NORMAL
Haliç-Bridge,18,50,NORMAL
Levent-Buyukdere,7,24,HEAVY
Levent-Buyukdere,20,15,LOCKED
Bagdat-Caddesi,7,41,NORMAL
Tem-Kavacik,10,5,HEAVY
E5-Bridge,6,89,NORMAL
E5-Bridge,1,71,NORMAL
Levent-Buyukdere,17,5,LOCKED
Sahil-Kennedy,8,11,HEAVY
Minibus-Yolu,6,75,NORMAL
Levent-Buyukdere,21,83,NORMAL
Levent-Buyukdere,16,88,NORMAL
Besiktas-Coast,21,102,NORMAL
Kadikoy-Center,23,19,HEAVY
Haliç-Bridge,16,95,NORMAL
Tem-Seyrantepe,20,7,LOCKED
Sahil-Kennedy,8,15,HEAVY
Tem-Kavacik,18,22,LOCKED
Haliç-Bridge,6,86,NORMAL
Levent-Buyukdere,21,91,NORMAL
Besiktas-Coast,21,118,NORMAL
Bagdat-Caddesi,0,118,NORMAL
Kadikoy-Center,5,119,NORMAL
E5-Bridge,23,77,NORMAL
Bagdat-Caddesi,17,8,LOCKED
E5-Bridge,11,75,NORMAL
Bagdat-Caddesi,6,79,NORMAL
Besiktas-Coast,8,26,LOCKED
E5-Beylikduzu,6,70,NORMAL
Minibus-Yolu,3,88,NORMAL
Tem-Seyrantepe,4,76,NORMAL
E5-Bridge,10,14,HEAVY
E5-Beylikduzu,23,72,NORMAL
Besiktas-Coast,12,98,NORMAL
Haliç-Bridge,16,117,NORMAL
Levent-Buyukdere,10,23,HEAVY
E5-Beylikduzu,9,52,NORMAL
Basin-Ekspres,13,87,NORMAL
Tem-Seyrantepe,5,96,NORMAL
Minibus-Yolu,20,24,LOCKED
Haliç-Bridge,20,30,HEAVY
Minibus-Yolu,17,22,HEAVY
Haliç-Bridge,15,87,NORMAL
Sahil-Kennedy,6,83,NORMAL
Sahil-Kennedy,12,111,NORMAL
Levent-Buyukdere,16,82,NORMAL
Tem-Seyrantepe,19,19,HEAVY
Levent-Buyukdere,15,97,NORMAL
Tem-Seyrantepe,9,33,NORMAL
Minibus-Yolu,6,114,NORMAL
Levent-Buyukdere,7,14,LOCKED
Minibus-Yolu,3,94,NORMAL
Levent-Buyukdere,23,103,NORMAL
Sahil-Kennedy,9,14,HEAVY
Tem-Seyrantepe,18,6,HEAVY
Haliç-Bridge,5,90,NORMAL
Sahil-Kennedy,7,9,LOCKED
Haliç-Bridge,18,7,HEAVY
E5-Beylikduzu,2,88,NORMAL
Besiktas-Coast,11,21,HEAVY
Kadikoy-Center,23,93,NORMAL
Levent-Buyukdere,8,48,NORMAL
Minibus-Yolu,9,48,NORMAL
E5-Beylikduzu,2,76,NORMAL
Bagdat-Caddesi,7,30,NORMAL
E5-Beylikduzu,2,89,NORMAL
Haliç-Bridge,13,118,NORMAL
E5-Beylikduzu,10,56,NORMAL
Minibus-Yolu,1,96,NORMAL
E5-Bridge,9,25,HEAVY
Besiktas-Coast,19,13,LOCKED
E5-Bridge,11,78,NORMAL
Minibus-Yolu,21,83,NORMAL
Kadikoy-Center,22,80,NORMAL
Tem-Kavacik,18,57,NORMAL
Tem-Kavacik,17,22,LOCKED
Basin-Ekspres,15,81,NORMAL
Besiktas-Coast,4,105,NORMAL
E5-Bridge,15,109,NORMAL
Levent-Buyukdere,7,57,NORMAL
Tem-Kavacik,8,22,LOCKED
Levent-Buyukdere,20,28,HEAVY
Tem-Kavacik,20,6,HEAVY
Kadikoy-Center,1,30,HEAVY
Basin-Ekspres,20,40,NORMAL
E5-Bridge,9,12,HEAVY
Besiktas-Coast,19,43,NORMAL
Kadikoy-Center,0,84,NORMAL
Basin-Ekspres,22,71,NORMAL
Tem-Seyrantepe,14,77,NORMAL
Haliç-Bridge,8,20,HEAVY
Besiktas-Coast,17,10,LOCKED
Basin-Ekspres,3,78,NORMAL
E5-Beylikduzu,10,10,LOCKED
Basin-Ekspres,2,111,NORMAL
Bagdat-Caddesi,4,103,NORMAL
E5-Beylikduzu,23,92,NORMAL
Minibus-Yolu,6,104,NORMAL
Bagdat-Caddesi,4,102,NORMAL
Bagdat-Caddesi,20,57,NORMAL
E5-Bridge,8,28,HEAVY
Minibus-Yolu,1,84,NORMAL
Haliç-Bridge,0,92,NORMAL
E5-Bridge,12,91,NORMAL
Haliç-Bridge,14,78,NORMAL
Basin-Ekspres,18,57,NORMAL
E5-Bridge,20,17,LOCKED
Minibus-Yolu,11,86,NORMAL
Bagdat-Caddesi,15,88,NORMAL
Minibus-Yolu,7,25,HEAVY
Minibus-Yolu,16,84,NORMAL
Haliç-Bridge,17,20,HEAVY
Basin-Ekspres,10,5,HEAVY
Besiktas-Coast,10,49,NORMAL
Sahil-Kennedy,7,22,HEAVY
Minibus-Yolu,0,97,NORMAL
Haliç-Bridge,21,103,NORMAL
Tem-Kavacik,9,7,HEAVY
Haliç-Bridge,0,104,NORMAL
E5-Bridge,6,89,NORMAL
Haliç-Bridge,15,86,NORMAL
Kadikoy-Center,3,88,NORMAL
Kadikoy-Center,3,114,NORMAL
Bagdat-Caddesi,9,10,LOCKED
Haliç-Bridge,8,10,LOCKED
E5-Beylikduzu,5,103,NORMAL
Basin-Ekspres,4,96,NORMAL
Sahil-Kennedy,12,92,NORMAL
Tem-Seyrantepe,7,25,HEAVY
E5-Beylikduzu,11,70,NORMAL
Kadikoy-Center,1,82,NORMAL
Tem-Kavacik,3,74,NORMAL
Haliç-Bridge,20,51,NORMAL
Kadikoy-Center,23,81,NORMAL
Haliç-Bridge,21,81,NORMAL
Bagdat-Caddesi,7,51,NORMAL
Haliç-Bridge,7,16,LOCKED
Kadikoy-Center,8,9,LOCKED
Basin-Ekspres,7,19,HEAVY
Kadikoy-Center,2,115,NORMAL
Haliç-Bridge,0,99,NORMAL
Sahil-Kennedy,11,98,NORMAL
Minibus-Yolu,15,115,NORMAL
Sahil-Kennedy,6,97,NORMAL
Minibus-Yolu,15,115,NORMAL
E5-Beylikduzu,20,15,LOCKED
Sahil-Kennedy,22,90,NORMAL
Minibus-Yolu,18,47,NORMAL
Kadikoy-Center,15,111,NORMAL
Bagdat-Caddesi,23,25,HEAVY
Tem-Kavacik,18,58,NORMAL
Haliç-Bridge,4,107,NORMAL
Tem-Kavacik,4,97,NORMAL
E5-Bridge,17,48,NORMAL
Levent-Buyukdere,2,120,NORMAL
Besiktas-Coast,3,85,NORMAL
Bagdat-Caddesi,4,86,NORMAL
Haliç-Bridge,10,35,NORMAL
Tem-Seyrantepe,6,77,NORMAL
Kadikoy-Center,0,76,NORMAL
Bagdat-Caddesi,22,120,NORMAL
Besiktas-Coast,21,104,NORMAL
Haliç-Bridge,2,74,NORMAL
Haliç-Bridge,4,86,NORMAL
Levent-Buyukdere,11,74,NORMAL
Sahil-Kennedy,3,91,NORMAL
Basin-Ekspres,5,104,NORMAL
E5-Bridge,18,10,HEAVY
Levent-Buyukdere,21,120,NORMAL
Tem-Seyrantepe,9,51,NORMAL
Kadikoy-Center,23,88,NORMAL
Haliç-Bridge,9,6,HEAVY
Sahil-Kennedy,14,100,NORMAL
E5-Beylikduzu,7,50,NORMAL
E5-Beylikduzu,17,18,LOCKED
Besiktas-Coast,20,52,NORMAL
Sahil-Kennedy,4,107,NORMAL
Tem-Kavacik,2,111,NORMAL
Besiktas-Coast,19,46,NORMAL
E5-Bridge,23,81,NORMAL
E5-Beylikduzu,4,103,NORMAL
E5-Bridge,18,45,NORMAL
E5-Beylikduzu,21,93,NORMAL
Tem-Seyrantepe,22,111,NORMAL
Minibus-Yolu,15,85,NORMAL
Minibus-Yolu,10,36,NORMAL
Kadikoy-Center,13,84,NORMAL
Tem-Kavacik,11,83,NORMAL
E5-Bridge,7,44,NORMAL
E5-Bridge,0,101,NORMAL
Levent-Buyukdere,5,92,NORMAL
Levent-Buyukdere,2,89,NORMAL
E5-Bridge,20,29,HEAVY
Bagdat-Caddesi,2,97,NORMAL
Kadikoy-Center,22,100,NORMAL
Basin-Ekspres,4,76,NORMAL
Besiktas-Coast,11,89,NORMAL
Basin-Ekspres,1,90,NORMAL
Basin-Ekspres,3,86,NORMAL
Levent-Buyukdere,11,87,NORMAL
Basin-Ekspres,8,6,LOCKED
Kadikoy-Center,21,107,NORMAL
Kadikoy-Center,18,18,LOCKED
E5-Beylikduzu,12,88,NORMAL
Basin-Ekspres,14,38,HEAVY
Besiktas-Coast,8,7,LOCKED
Bagdat-Caddesi,18,34,NORMAL
Minibus-Yolu,10,47,NORMAL
Bagdat-Caddesi,15,109,NORMAL
Haliç-Bridge,17,44,NORMAL
Sahil-Kennedy,8,10,HEAVY
Tem-Kavacik,18,30,LOCKED
E5-Bridge,22,84,NORMAL
Tem-Seyrantepe,8,32,NORMAL
Haliç-Bridge,19,21,HEAVY
Bagdat-Caddesi,17,9,LOCKED
Tem-Seyrantepe,9,5,LOCKED
E5-Bridge,14,115,NORMAL
Minibus-Yolu,12,87,NORMAL
Levent-Buyukdere,10,18,HEAVY
Bagdat-Caddesi,6,114,NORMAL
Minibus-Yolu,8,24,LOCKED
Besiktas-Coast,22,108,NORMAL
Kadikoy-Center,14,108,NORMAL
Tem-Kavacik,8,36,NORMAL
Levent-Buyukdere,2,77,NORMAL
Sahil-Kennedy,9,22,HEAVY
Sahil-Kennedy,8,26,LOCKED
Basin-Ekspres,6,75,NORMAL
Kadikoy-Center,7,12,HEAVY
Levent-Buyukdere,22,76,NORMAL
Levent-Buyukdere,23,92,NORMAL
Kadikoy-Center,12,93,NORMAL
Levent-Buyukdere,6,84,NORMAL
Basin-Ekspres,8,13,LOCKED
Haliç-Bridge,1,88,NORMAL
Kadikoy-Center,22,76,NORMAL
Basin-Ekspres,17,15,LOCKED
Bagdat-Caddesi,22,70,NORMAL
Basin-Ekspres,1,106,NORMAL
Levent-Buyukdere,23,79,NORMAL
Haliç-Bridge,6,84,NORMAL
Levent-Buyukdere,18,15,HEAVY
Levent-Buyukdere,3,84,NORMAL
Bagdat-Caddesi,15,95,NORMAL
Levent-Buyukdere,17,6,HEAVY
Bagdat-Caddesi,14,87,NORMAL
Levent-Buyukdere,8,46,NORMAL
Minibus-Yolu,5,81,NORMAL
Tem-Seyrantepe,9,24,LOCKED
E5-Beylikduzu,7,57,NORMAL
Sahil-Kennedy,0,101,NORMAL
Tem-Seyrantepe,10,10,HEAVY
Besiktas-Coast,2,14,HEAVY
Bagdat-Caddesi,11,104,NORMAL
Haliç-Bridge,11,110,NORMAL
Minibus-Yolu,19,25,HEAVY
Sahil-Kennedy,19,8,HEAVY
Kadikoy-Center,0,74,NORMAL
E5-Bridge,22,92,NORMAL
E5-Beylikduzu,16,115,NORMAL
Tem-Seyrantepe,12,120,NORMAL
Besiktas-Coast,1,84,NORMAL
Besiktas-Coast,2,81,NORMAL
Tem-Seyrantepe,8,11,HEAVY
Minibus-Yolu,18,27,HEAVY
Levent-Buyukdere,20,24,HEAVY
E5-Bridge,12,103,NORMAL
Levent-Buyukdere,21,104,NORMAL
Basin-Ekspres,14,88,NORMAL
E5-Bridge,0,71,NORMAL
Minibus-Yolu,21,81,NORMAL
Tem-Kavacik,3,84,NORMAL
Levent-Buyukdere,20,52,NORMAL
Kadikoy-Center,3,19,HEAVY
Bagdat-Caddesi,7,13,HEAVY
Levent-Buyukdere,3,77,NORMAL
Kadikoy-Center,5,83,NORMAL
Basin-Ekspres,7,38,NORMAL
Kadikoy-Center,12,96,NORMAL
Kadikoy-Center,19,21,LOCKED
E5-Beylikduzu,13,108,NORMAL
Kadikoy-Center,15,80,NORMAL
Sahil-Kennedy,21,95,NORMAL
Tem-Kavacik,15,82,NORMAL
Haliç-Bridge,9,24,LOCKED
Basin-Ekspres,10,5,HEAVY
Minibus-Yolu,22,90,NORMAL
Basin-Ekspres,11,110,NORMAL
Tem-Seyrantepe,2,111,NORMAL
Minibus-Yolu,13,110,NORMAL
Minibus-Yolu,22,28,HEAVY
E5-Beylikduzu,18,12,HEAVY
Levent-Buyukdere,6,102,NORMAL
Minibus-Yolu,23,108,NORMAL
Basin-Ekspres,8,18,LOCKED
Haliç-Bridge,3,34,HEAVY
Kadikoy-Center,7,10,HEAVY
Minibus-Yolu,7,10,HEAVY
Bagdat-Caddesi,1,109,NORMAL
Minibus-Yolu,6,96,NORMAL
E5-Bridge,21,74,NORMAL
Basin-Ekspres,21,118,NORMAL
E5-Beylikduzu,22,117,NORMAL
Kadikoy-Center,15,76,NORMAL
Tem-Seyrantepe,0,82,NORMAL
Tem-Seyrantepe,18,18,HEAVY
Haliç-Bridge,13,17,HEAVY
E5-Beylikduzu,10,13,HEAVY
E5-Bridge,2,75,NORMAL
Tem-Seyrantepe,16,86,NORMAL
Basin-Ekspres,10,18,HEAVY
Kadikoy-Center,11,115,NORMAL
Besiktas-Coast,11,96,NORMAL
Besiktas-Coast,23,107,NORMAL
Kadikoy-Center,23,77,NORMAL
Kadikoy-Center,11,76,NORMAL
Bagdat-Caddesi,19,17,HEAVY
E5-Bridge,20,60,NORMAL
Bagdat-Caddesi,19,8,HEAVY
Tem-Seyrantepe,17,21,HEAVY
Levent-Buyukdere,16,93,NORMAL
Tem-Seyrantepe,23,91,NORMAL
Tem-Kavacik,4,114,NORMAL
Minibus-Yolu,18,6,HEAVY
Sahil-Kennedy,1,91,NORMAL
Levent-Buyukdere,15,70,NORMAL
E5-Beylikduzu,9,12,LOCKED
Minibus-Yolu,2,109,NORMAL
Tem-Seyrantepe,13,116,NORMAL
Levent-Buyukdere,6,77,NORMAL
Levent-Buyukdere,21,22,HEAVY
Sahil-Kennedy,5,71,NORMAL
Haliç-Bridge,20,6,HEAVY
Bagdat-Caddesi,5,80,NORMAL
Sahil-Kennedy,3,98,NORMAL
Sahil-Kennedy,19,59,NORMAL
Levent-Buyukdere,16,71,NORMAL
E5-Beylikduzu,2,118,NORMAL
Tem-Seyrantepe,22,36,HEAVY
E5-Beylikduzu,9,44,NORMAL
Tem-Kavacik,12,29,HEAVY
Besiktas-Coast,8,24,LOCKED
Tem-Seyrantepe,2,96,NORMAL
Kadikoy-Center,2,90,NORMAL
Minibus-Yolu,15,74,NORMAL
Minibus-Yolu,11,118,NORMAL
E5-Bridge,5,94,NORMAL
Besiktas-Coast,8,39,NORMAL
Kadikoy-Center,15,11,HEAVY
Bagdat-Caddesi,16,78,NORMAL
Levent-Buyukdere,9,8,HEAVY
Sahil-Kennedy,4,19,HEAVY
E5-Beylikduzu,5,97,NORMAL
Sahil-Kennedy,16,120,NORMAL
E5-Beylikduzu,22,115,NORMAL
E5-Bridge,4,80,NORMAL
Sahil-Kennedy,10,17,HEAVY
Bagdat-Caddesi,22,97,NORMAL
Tem-Seyrantepe,12,16,HEAVY
Tem-Seyrantepe,0,75,NORMAL
Haliç-Bridge,15,21,HEAVY
Sahil-Kennedy,6,95,NORMAL
Sahil-Kennedy,17,13,LOCKED
Besiktas-Coast,21,90,NORMAL
Basin-Ekspres,8,11,LOCKED
Kadikoy-Center,18,17,LOCKED
Sahil-Kennedy,21,110,NORMAL
Sahil-Kennedy,5,120,NORMAL
Bagdat-Caddesi,4,118,NORMAL
Tem-Kavacik,23,88,NORMAL
E5-Beylikduzu,3,101,NORMAL
Levent-Buyukdere,18,50,NORMAL
Bagdat-Caddesi,22,84,NORMAL
Kadikoy-Center,13,101,NORMAL
E5-Bridge,12,99,NORMAL
E5-Beylikduzu,6,99,NORMAL
Haliç-Bridge,4,96,NORMAL
Tem-Kavacik,18,21,LOCKED
Basin-Ekspres,16,76,NORMAL
Bagdat-Caddesi,7,9,HEAVY
E5-Bridge,12,91,NORMAL
Basin-Ekspres,0,83,NORMAL
Haliç-Bridge,10,18,LOCKED
Sahil-Kennedy,13,102,NORMAL
Haliç-Bridge,20,36,NORMAL
Besiktas-Coast,5,100,NORMAL
Tem-Kavacik,23,102,NORMAL
Tem-Kavacik,4,93,NORMAL
Sahil-Kennedy,14,70,NORMAL
Basin-Ekspres,2,84,NORMAL
Tem-Kavacik,11,110,NORMAL
Basin-Ekspres,4,79,NORMAL
Bagdat-Caddesi,12,119,NORMAL
Haliç-Bridge,17,29,LOCKED
E5-Beylikduzu,22,114,NORMAL
Basin-Ekspres,6,78,NORMAL
Besiktas-Coast,14,81,NORMAL
Tem-Seyrantepe,8,56,NORMAL
Sahil-Kennedy,22,104,NORMAL
E5-Beylikduzu,19,20,LOCKED
Levent-Buyukdere,11,71,NORMAL
Tem-Kavacik,15,91,NORMAL
Levent-Buyukdere,14,74,NORMAL
Sahil-Kennedy,5,112,NORMAL
Haliç-Bridge,16,108,NORMAL
Kadikoy-Center,19,17,LOCKED
E5-Bridge,1,116,NORMAL
Tem-Seyrantepe,12,94,NORMAL
Levent-Buyukdere,11,86,NORMAL
Sahil-Kennedy,21,111,NORMAL
Tem-Seyrantepe,17,54,NORMAL
Tem-Seyrantepe,14,73,NORMAL
E5-Bridge,13,93,NORMAL
Levent-Buyukdere,15,74,NORMAL
Kadikoy-Center,3,101,NORMAL
Haliç-Bridge,18,53,NORMAL
Levent-Buyukdere,8,9,HEAVY
E5-Beylikduzu,9,59,NORMAL
Levent-Buyukdere,15,111,NORMAL
E5-Beylikduzu,18,18,HEAVY
E5-Bridge,18,57,NORMAL
